butterfly,host_species,host_family
Papilio_torquatus,Citrus reticulata,Rutaceae
Papilio_troilus,,Lauraceae
Papilio_troilus,Prunus persica,Rosaceae
Papilio_troilus,Lindera melissifolia,Lauraceae
Papilio_troilus,Liriodendron tulipifera,Magnoliaceae
Papilio_troilus,Cinnamomum camphora,Lauraceae
Papilio_troilus,Persea borbonia,Lauraceae
Papilio_troilus,Zanthoxylum americanum,Rutaceae
Papilio_troilus,Lindera,Lauraceae
Papilio_troilus,Magnolia,Magnoliaceae
Papilio_troilus,Persea,Lauraceae
Papilio_troilus,Photinia arbutifolia,Rosaceae
Papilio_troilus,Lindera benzoin,Lauraceae
Papilio_troilus,Sassafras albidum,Lauraceae
Papilio_troilus,Cercis canadensis,Fabaceae
Papilio_troilus,Zanthoxylum clava-herculis,Rutaceae
Papilio_troilus,Magnolia virginiana,Magnoliaceae
Papilio_troilus,Zanthoxylum,Rutaceae
Papilio_troilus,Sassafras,Lauraceae
Papilio_troilus,Syringa vulgaris,Oleaceae
Papilio_troilus,Prunus serotina,Rosaceae
Papilio_zelicaon,Angelica,Umbelliferae
Papilio_zelicaon,Angelica hendersonii,Umbelliferae
Papilio_zelicaon,Foeniculum vulgare,Umbelliferae
Papilio_zelicaon,Comptonia,Myricaceae
Papilio_zelicaon,Citrus sinensis,Rutaceae
Papilio_zelicaon,Ligusticum grayi,Umbelliferae
Papilio_zelicaon,Daucus pusillus,Umbelliferae
Papilio_zelicaon,Daucus carota,Umbelliferae
Papilio_zelicaon,Citrus,Rutaceae
Papilio_zelicaon,Angelica arguta,Umbelliferae
Papilio_zelicaon,Conium,Umbelliferae
Papilio_zelicaon,Apium graveolens,Umbelliferae
Papilio_zelicaon,Harbouria trachypleura,Umbelliferae
Papilio_zelicaon,Citrus limon,Rutaceae
Papilio_zelicaon,Carum carvi,Umbelliferae
Papilio_zelicaon,Angelica lineariloba,Umbelliferae
Papilio_zelicaon,Angelica lucida,Umbelliferae
Papilio_zelicaon,Angelica kingii,Umbelliferae
Papilio_zelicaon,Heracleum sphondylium,Umbelliferae
Papilio_zelicaon,Lomatium,Umbelliferae
Papilio_zelicaon,Cicuta maculata,Umbelliferae
Papilio_zelicaon,Anethum graveolens,Umbelliferae
Papilio_zelicaon,Conium maculatum,Umbelliferae
Papilio_zelicaon,Angelica ampla,Umbelliferae
Papilio_zelicaon,Ligusticum porteri,Umbelliferae
Papilio_zelicaon,Angelica tomentosa,Umbelliferae
Papilio_zelicaon,Heracleum maximum,Umbelliferae
Papilio_zelicaon,Conioselinum scopulorum,Umbelliferae
Paralethe_dendrophilus,Ehrharta erecta,Gramineae
Paralethe_dendrophilus,Panicum deustum,Gramineae
Parantica_aglea,Calotropis,Asclepiadaceae
Parantica_aglea,Ceropegia,Asclepiadaceae
Parantica_aglea,Cynanchum lanhsuense,Asclepiadaceae
Parantica_aglea,Cryptolepis buchanani,Asclepiadaceae
Parantica_aglea,Tylophora ovata,Asclepiadaceae
Parantica_aglea,Tylophora flexuosa,Asclepiadaceae
Parantica_agleoides,Lasianthus firmus,Rubiaceae
Parantica_agleoides,Lasianthus,Rubiaceae
Parantica_agleoides,Gymnema,Asclepiadaceae
Parantica_aspasia,Gymnema,Asclepiadaceae
Parantica_aspasia,Tylophora,Asclepiadaceae
Parantica_luzonensis,Marsdenia tinctoria,Asclepiadaceae
Parantica_luzonensis,Tylophora procumbens,Asclepiadaceae
Parantica_luzonensis,Tylophora perrottetiana,Asclepiadaceae
Parantica_sita,Cynanchum caudatum,Asclepiadaceae
Parantica_sita,Dregea volubilis,Asclepiadaceae
Parantica_sita,Cynanchum formosanum,Asclepiadaceae
Parantica_sita,Vincetoxicum aristolochioides,Asclepiadaceae
Parantica_sita,Tylophora floribunda,Asclepiadaceae
Parantica_sita,Marsdenia roylei,Asclepiadaceae
Parantica_sita,Marsdenia tinctoria,Asclepiadaceae
Parantica_sita,Vincetoxicum tanakae,Asclepiadaceae
Parantica_sita,Cynanchum lanhsuense,Asclepiadaceae
Parantica_sita,Cynanchum atratum,Asclepiadaceae
Parantica_sita,Marsdenia tomentosa,Asclepiadaceae
Parantica_sita,Cynanchum grandifolium,Asclepiadaceae
Parantica_sita,Cynanchum sublanceolatum,Asclepiadaceae
Parantica_sita,Heterostemma brownii,Asclepiadaceae
Parantica_sita,Asclepias curassavica,Asclepiadaceae
Parantica_sita,Tylophora japonica,Asclepiadaceae
Parantica_sita,Marsdenia formosana,Asclepiadaceae
Parantica_sita,Jasminanthes mucronata,Asclepiadaceae
Parantica_sita,Tylophora ovata,Asclepiadaceae
Parantica_sita,Hoya carnosa,Asclepiadaceae
Parantica_sita,Metaplexis,Asclepiadaceae
Pararge_aegeria,,Gramineae
Pararge_aegeria,Elymus repens,Gramineae
Pararge_aegeria,Poa trivialis,Gramineae
Pararge_aegeria,Poa annua,Gramineae
Pararge_aegeria,Agropyron,Gramineae
Pararge_aegeria,Elytrigia repens,Gramineae
Pararge_aegeria,Bromus,Gramineae
Pararge_aegeria,Holcus lanatus,Gramineae
Pararge_aegeria,Brachypodium,Gramineae
Pararge_aegeria,Brachypodium sylvaticum,Gramineae
Pararge_aegeria,Oryzopsis miliacea,Gramineae
Pararge_aegeria,Melica nutans,Gramineae
Pararge_aegeria,Poa nemoralis,Gramineae
Pararge_aegeria,Melica uniflora,Gramineae
Pararge_aegeria,Hordeum,Gramineae
Pararge_aegeria,Cynodon dactylon,Gramineae
Pararge_aegeria,Dactylis glomerata,Gramineae
Paratisiphone_lyrnessa,Costularia,Cyperaceae
Pardopsis_punctatissima,,Tiliaceae
Pardopsis_punctatissima,Hybanthus,Violaceae
Pardopsis_punctatissima,Hybanthus capensis,Violaceae
Pareronia_valeria,Capparis heydeana,Capparaceae
Pareronia_valeria,Capparis,Capparaceae
Parides_aeneas,Aristolochia burchellii,Aristolochiaceae
Parides_agavus,Aristolochia rumicifolia,Aristolochiaceae
Parides_agavus,Aristolochia brasiliensis,Aristolochiaceae
Parides_agavus,Aristolochia fimbriata,Aristolochiaceae
Parides_anchises,Aristolochia,Aristolochiaceae
Parides_anchises,Aristolochia longecaudata,Aristolochiaceae
Parides_anchises,Aristolochia burchellii,Aristolochiaceae
Parides_anchises,Aristolochia lanceolato-lorata,Aristolochiaceae
Parides_ascanius,Aristolochia rumicifolia,Aristolochiaceae
Parides_ascanius,Aristolochia,Aristolochiaceae
Parides_eurimedes,Aristolochia,Aristolochiaceae
Parides_lysander,Citrus,Rutaceae
Parides_lysander,Aristolochia huberiana,Aristolochiaceae
Parides_neophilus,Citrus,Rutaceae
Parides_neophilus,Aristolochia burchellii,Aristolochiaceae
Parides_panthonus,Citrus reticulata,Rutaceae
Parides_panthonus,Citrus sinensis,Rutaceae
Parides_proneus,Aristolochia,Aristolochiaceae
Parides_sesostris,Aristolochia huberiana,Aristolochiaceae
Parides_tros,Aristolochia rumicifolia,Aristolochiaceae
Parides_vertumnus,Aristolochia burchellii,Aristolochiaceae
Parides_zacynthus,Aristolochia rumicifolia,Aristolochiaceae
Parides_zacynthus,Aristolochia,Aristolochiaceae
Parnassius_apollo,Sedum album,Crassulaceae
Parnassius_apollo,Sempervivum maximum,Crassulaceae
Parnassius_apollo,Sempervivum tectorum,Crassulaceae
Parnassius_apollo,Aichryson dichotomum,Crassulaceae
Parnassius_apollo,Sedum rupestre,Crassulaceae
Parnassius_apollo,Aichryson villosum,Crassulaceae
Parnassius_apollo,Rosularia sedoides,Crassulaceae
Parnassius_apollo,Corydalis nobilis,Papaveraceae
Parnassius_apollo,Rosularia alpestris,Crassulaceae
Parnassius_apollo,Sedum rosea,Crassulaceae
Parnassius_apollo,Sempervivum arboreum,Crassulaceae
Parnassius_apollo,Sedum acre,Crassulaceae
Parnassius_apollo,Sempervivum arachnoideum,Crassulaceae
Parnassius_apollo,Sedum telephium,Crassulaceae
Parnassius_bremeri,Sedum middendorffianum,Crassulaceae
Parnassius_bremeri,Sedum ussuriense,Crassulaceae
Parnassius_bremeri,Rhodiola ishidae,Crassulaceae
Parnassius_bremeri,Sedum aizoon,Crassulaceae
Parnassius_bremeri,Sedum kamtschaticum,Crassulaceae
Parnassius_clodius,Dicentra formosa,Papaveraceae
Parnassius_clodius,Dicentra pauciflora,Papaveraceae
Parnassius_clodius,Corydalis scouleri,Papaveraceae
Parnassius_clodius,Dicentra uniflora,Papaveraceae
Parnassius_eversmanni,Corydalis paeoniifolia,Papaveraceae
Parnassius_eversmanni,Dicentra peregrina,Papaveraceae
Parnassius_eversmanni,Corydalis gorodkovii,Papaveraceae
Parnassius_eversmanni,Corydalis multiflora,Papaveraceae
Parnassius_eversmanni,Corydalis pauciflora,Papaveraceae
Parnassius_eversmanni,Corydalis gigantea,Papaveraceae
Parnassius_eversmanni,Corydalis incisa,Papaveraceae
Parnassius_glacialis,Corydalis ambigua,Papaveraceae
Parnassius_glacialis,Corydalis solida,Papaveraceae
Parnassius_glacialis,Corydalis decumbens,Papaveraceae
Parnassius_mnemosyne,Corydalis popovii,Papaveraceae
Parnassius_mnemosyne,Corydalis solida,Papaveraceae
Parnassius_mnemosyne,Corydalis chionophila,Papaveraceae
Parnassius_nomion,Sedum hybridum,Crassulaceae
Parnassius_nomion,Sedum aizoon,Crassulaceae
Parnassius_phoebus,Sedum integrifolium,Crassulaceae
Parnassius_phoebus,Sedum lanceolatum,Crassulaceae
Parnassius_phoebus,Sedum,Crassulaceae
Parnassius_phoebus,Sedum obtusatum,Crassulaceae
Parnassius_phoebus,Sedum rhodanthum,Crassulaceae
Parnassius_phoebus,Sedum debile,Crassulaceae
Parnassius_phoebus,Sedum rosea,Crassulaceae
Parnassius_phoebus,Sedum stenopetalum,Crassulaceae
Parnassius_stubbendorfii,Corydalis bracteata,Papaveraceae
Parnassius_stubbendorfii,Corydalis ambigua,Papaveraceae
Parnassius_stubbendorfii,Corydalis speciosa,Papaveraceae
Parnassius_stubbendorfii,Corydalis incisa,Papaveraceae
Parnassius_stubbendorfii,Corydalis gigantea,Papaveraceae
Parnassius_tenedius,Corydalis capnoides,Papaveraceae
Parnassius_tenedius,Corydalis sibirica,Papaveraceae
Parthenos_sylvia,,Cucurbitaceae
Parthenos_sylvia,Adenia palmata,Passifloraceae
Parthenos_sylvia,Tinospora cordifolia,Menispermaceae
Parthenos_sylvia,Adenia penangiana,Passifloraceae
Parthenos_sylvia,Adenia,Passifloraceae
Parthenos_sylvia,Tinospora,Menispermaceae
Phaedyma_columella,Sageretia thea,Rhamnaceae
Phaedyma_columella,Reevesia thyrsoidea,Sterculiaceae
Phaedyma_columella,Cratoxylum cochinchinense,Guttiferae
Phaedyma_columella,Sterculia foetida,Sterculiaceae
Phaedyma_columella,Sterculia lanceolata,Sterculiaceae
Phaedyma_columella,Cratoxylum,Guttiferae
Phaedyma_columella,Pterocarpus indicus,Fabaceae
Phaedyma_columella,Dalbergia,Fabaceae
Phaedyma_columella,Sageretia theezans,Rhamnaceae
Phaedyma_columella,Desmodium reticulatum,Fabaceae
Phaedyma_columella,Tadehagi triquetrum,Fabaceae
Phalanta_phalantha,,Salicaceae
Phalanta_phalantha,Androsace,Primulaceae
Phalanta_phalantha,Ixora,Rubiaceae
Phalanta_phalantha,Dovyalis macrocalyx,Flacourtiaceae
Phalanta_phalantha,Dovyalis hebecarpa,Flacourtiaceae
Phalanta_phalantha,Canthium parviflorum,Rubiaceae
Phalanta_phalantha,Barleria prionitis,Acanthaceae
Phalanta_phalantha,Flacourtia,Flacourtiaceae
Phalanta_phalantha,Dovyalis gardnerii,Flacourtiaceae
Phalanta_phalantha,Dovyalis rotundifolia,Flacourtiaceae
Phalanta_phalantha,Dovyalis,Flacourtiaceae
Phalanta_phalantha,Canthium,Rubiaceae
Phalanta_phalantha,Flacourtia jangomas,Flacourtiaceae
Phalanta_phalantha,Dovyalis caffra,Flacourtiaceae
Phalanta_phalantha,Flacourtia indica,Flacourtiaceae
Phalanta_phalantha,Flacourtia montana,Flacourtiaceae
Phalanta_phalantha,Flacourtia ramontchii,Flacourtiaceae
Phalanta_phalantha,Coffea arabica,Rubiaceae
Pharmacophagus_antenor,Quisqualis indica,Combretaceae
Pharmacophagus_antenor,Aristolochia,Aristolochiaceae
Pharmacophagus_antenor,Aristolochia acuminata,Aristolochiaceae
Phengaris_atroguttata,,Labiatae
Phengaris_atroguttata,Clinopodium laxiflorum,Labiatae
Phengaris_daitozana,,Labiatae
Phengaris_daitozana,Tripterospermum luzonense,Gentianaceae
Phengaris_daitozana,Codonopsis javanica,Campanulaceae
Phengaris_daitozana,Tripterospermum taiwanense,Gentianaceae
Philaethria_dido,,Passifloraceae
Philaethria_dido,Passiflora bahiensis,Passifloraceae
Philaethria_dido,Passiflora glandulosa,Passifloraceae
Philaethria_dido,Passiflora mucronata,Passifloraceae
Philaethria_dido,Passiflora cyanea,Passifloraceae
Philaethria_dido,Passiflora laurifolia,Passifloraceae
Philaethria_dido,Passiflora edulis,Passifloraceae
Philaethria_dido,Passiflora vitifolia,Passifloraceae
Philaethria_dido,Passiflora,Passifloraceae
Philaethria_dido,Passiflora coccinea,Passifloraceae
Philaethria_dido,Passiflora speciosa,Passifloraceae
Philaethria_wernickei,Passiflora,Passifloraceae
Philotes_sonorensis,,Crassulaceae
Philotes_sonorensis,Dudleya lanceolata,Crassulaceae
Philotes_sonorensis,Dudleya saxosa,Crassulaceae
Philotes_sonorensis,Dudleya cymosa,Crassulaceae
Philotes_sonorensis,Dudleya,Crassulaceae
Philotiella_speciosa,Eriogonum reniforme,Polygonaceae
Philotiella_speciosa,Oxytheca perfoliata,Polygonaceae
Philotiella_speciosa,Mucronea californica,Polygonaceae
Philotiella_speciosa,Eriogonum pusillum,Polygonaceae
Philotiella_speciosa,Oxytheca trilobata,Polygonaceae
Phlyaria_cyara,,Fabaceae
Phlyaria_cyara,Albizia gummifera,Fabaceae
Phlyaria_cyara,Albizia,Fabaceae
Phoebis_philea,Senna alata,Fabaceae
Phoebis_philea,Cassia fistula,Fabaceae
Phoebis_philea,Senna corymbosa,Fabaceae
Phoebis_philea,Senna bicapsularis,Fabaceae
Phoebis_philea,Cassia occidentalis,Fabaceae
Phoebis_philea,Pithecellobium,Fabaceae
Phoebis_philea,Cassia grandis,Fabaceae
Phoebis_philea,Cassia javanica,Fabaceae
Phoebis_philea,Senna occidentalis,Fabaceae
Phoebis_philea,Caesalpinia pulcherrima,Fabaceae
Phoebis_philea,Cassia,Fabaceae
Phoebis_philea,Senna marilandica,Fabaceae
Phoebis_sennae,,Cruciferae
Phoebis_sennae,Senna hirsuta,Fabaceae
Phoebis_sennae,Senna alata,Fabaceae
Phoebis_sennae,Cassia fistula,Fabaceae
Phoebis_sennae,Chamaecrista chamaecristoides,Fabaceae
Phoebis_sennae,Casearia sylvestris,Flacourtiaceae
Phoebis_sennae,Senna bicapsularis,Fabaceae
Phoebis_sennae,Senna uniflora,Fabaceae
Phoebis_sennae,Senna covesii,Fabaceae
Phoebis_sennae,Senna marilandica,Fabaceae
Phoebis_sennae,Phaseolus,Fabaceae
Phoebis_sennae,Senna occidentalis,Fabaceae
Phoebis_sennae,Cassia ferruginea,Fabaceae
Phoebis_sennae,Senna obtusifolia,Fabaceae
Phoebis_sennae,Senna armata,Fabaceae
Phoebis_sennae,Cassia,Fabaceae
Phoebis_sennae,Senna corymbosa,Fabaceae
Phoebis_sennae,Cassia biflora,Fabaceae
Phoebis_sennae,Chamaecrista fasciculata,Fabaceae
Phoebis_sennae,Chamaecrista nictitans,Fabaceae
Phoebis_sennae,Crotalaria agatiflora,Fabaceae
Phyciodes_batesii,Aster undulatus,Compositae
Phyciodes_batesii,Aster lanceolatus,Compositae
Phyciodes_batesii,Aster,Compositae
Phyciodes_batesii,Aster umbellatus,Compositae
Phyciodes_mylitta,Centaurea solstitialis,Compositae
Phyciodes_mylitta,Silybum marianum,Compositae
Phyciodes_mylitta,Silybum,Compositae
Phyciodes_mylitta,Cirsium vulgare,Compositae
Phyciodes_mylitta,Cirsium douglasii,Compositae
Phyciodes_mylitta,Cirsium occidentale,Compositae
Phyciodes_mylitta,Carduus,Compositae
Phyciodes_mylitta,Cirsium hydrophilum,Compositae
Phyciodes_mylitta,Carduus pycnocephalus,Compositae
Phyciodes_mylitta,Cirsium arvense,Compositae
Phyciodes_mylitta,Mimulus guttatus,Scrophulariaceae
Phyciodes_mylitta,Cirsium,Compositae
Phyciodes_orseis,Cirsium vulgare,Compositae
Phyciodes_orseis,Cirsium,Compositae
Phyciodes_phaon,Phyla lanceolata,Verbenaceae
Phyciodes_phaon,Lippia,Verbenaceae
Phyciodes_phaon,Phyla nodiflora,Verbenaceae
Phyciodes_tharos,,Compositae
Phyciodes_tharos,Aster praealtus,Compositae
Phyciodes_tharos,Verbesina helianthoides,Compositae
Phyciodes_tharos,Aster umbellatus,Compositae
Phyciodes_tharos,Aster dumosus,Compositae
Phyciodes_tharos,Aster acuminatus,Compositae
Phyciodes_tharos,Aster,Compositae
Phyciodes_tharos,Aster ericoides,Compositae
Phyciodes_tharos,Erigeron peregrinus,Compositae
Phyciodes_tharos,Aster laevis,Compositae
Phyciodes_tharos,Aster drummondii,Compositae
Phyciodes_tharos,Verbesina,Compositae
Phyciodes_tharos,Aster lateriflorus,Compositae
Phyciodes_tharos,Plantago,Plantaginaceae
Phyciodes_tharos,Aster puniceus,Compositae
Phyciodes_tharos,Aster ciliolatus,Compositae
Phyciodes_tharos,Aster novae-angliae,Compositae
Phyciodes_tharos,Aster lanceolatus,Compositae
Phyciodes_tharos,Aster pilosus,Compositae
Phyciodes_tharos,Sericocarpus linifolius,Compositae
Phyciodes_tharos,Cirsium,Compositae
Phystis_simois,Justicia carnea,Acanthaceae
Phystis_simois,Justicia amherstia,Acanthaceae
Phystis_simois,Ruellia brittoniana,Acanthaceae
Phystis_simois,Justicia guilliesii,Acanthaceae
Pieris_brassicae,,Cruciferae
Pieris_brassicae,Barbarea stricta,Cruciferae
Pieris_brassicae,Brassica napus,Cruciferae
Pieris_brassicae,Brassica juncea,Cruciferae
Pieris_brassicae,Brassica nigra,Cruciferae
Pieris_brassicae,Crambe maritima,Cruciferae
Pieris_brassicae,Capsella bursa-pastoris,Cruciferae
Pieris_brassicae,Allium cepa,Alliaceae
Pieris_brassicae,Cicer arietinum,Fabaceae
Pieris_brassicae,Brassica,Cruciferae
Pieris_brassicae,Arabis allionii,Cruciferae
Pieris_brassicae,Brassica oleracea,Cruciferae
Pieris_brassicae,Cakile maritima,Cruciferae
Pieris_brassicae,Bunias orientalis,Cruciferae
Pieris_brassicae,Berteroa incana,Cruciferae
Pieris_brassicae,Armoracia rusticana,Cruciferae
Pieris_brassicae,Brassica rapa,Cruciferae
Pieris_canidia,,Cruciferae
Pieris_canidia,Cardamine flexuosa,Cruciferae
Pieris_canidia,Brassica oleracea,Cruciferae
Pieris_canidia,Cardamine scutata,Cruciferae
Pieris_canidia,Cleome gynandra,Capparaceae
Pieris_canidia,Tropaeolum,Tropaeolaceae
Pieris_canidia,Cleome spinosa,Capparaceae
Pieris_canidia,Lepidium virginicum,Cruciferae
Pieris_canidia,Brassica,Cruciferae
Pieris_canidia,Rorippa indica,Cruciferae
Pieris_canidia,Alstonia scholaris,Apocynaceae
Pieris_melete,,Polyphagous
Pieris_melete,Armoracia rusticana,Cruciferae
Pieris_napi,,Cruciferae
Pieris_napi,Cardamine pratensis,Cruciferae
Pieris_napi,Calendula officinalis,Compositae
Pieris_napi,Barbarea orthoceras,Cruciferae
Pieris_napi,Cardamine cordifolia,Cruciferae
Pieris_napi,Brassica rapa,Cruciferae
Pieris_napi,Brassica oleracea,Cruciferae
Pieris_napi,Barbarea,Cruciferae
Pieris_napi,Cardamine amara,Cruciferae
Pieris_napi,Brassica nigra,Cruciferae
Pieris_napi,Berteroa incana,Cruciferae
Pieris_napi,Alliaria petiolata,Cruciferae
Pieris_napi,Brassica napus,Cruciferae
Pieris_napi,Arabis alpina,Cruciferae
Pieris_napi,Arabis glabra,Cruciferae
Pieris_napi,Barbarea vulgaris,Cruciferae
Pieris_napi,Barbarea verna,Cruciferae
Pieris_napi,Cardamine diphylla,Cruciferae
Pieris_napi,Armoracia rusticana,Cruciferae
Pieris_napi,Cardamine californica,Cruciferae
Pieris_napi,Arabis drummondii,Cruciferae
Pieris_napi,Arabis,Cruciferae
Pieris_rapae,,Cruciferae
Pieris_rapae,Armoracia rusticana,Cruciferae
Pieris_rapae,Brassica napus,Cruciferae
Pieris_rapae,Brassica caulorapa,Cruciferae
Pieris_rapae,Barbarea orthoceras,Cruciferae
Pieris_rapae,Arabis alpina,Cruciferae
Pieris_rapae,Arabis glabra,Cruciferae
Pieris_rapae,Brassica juncea,Cruciferae
Pieris_rapae,Barbarea vulgaris,Cruciferae
Pieris_rapae,Brassica oleracea,Cruciferae
Pieris_rapae,Brassica,Cruciferae
Pieris_rapae,Aurinia saxatilis,Cruciferae
Pieris_rapae,Brassica nigra,Cruciferae
Pieris_rapae,Barbarea verna,Cruciferae
Pieris_virginiensis,,Cruciferae
Pieris_virginiensis,Arabis,Cruciferae
Pieris_virginiensis,Cardamine pensylvanica,Cruciferae
Pieris_virginiensis,Cardamine concatenata,Cruciferae
Pieris_virginiensis,Cardamine,Cruciferae
Pieris_virginiensis,Brassica,Cruciferae
Pieris_virginiensis,Cardamine diphylla,Cruciferae
Pinacopteryx_eriphia,Cadaba,Capparaceae
Pinacopteryx_eriphia,Boscia,Capparaceae
Pinacopteryx_eriphia,Capparis,Capparaceae
Pinacopteryx_eriphia,Maerua,Capparaceae
Pithecops_corvus,,Fabaceae
Pithecops_corvus,Desmodium caudatum,Fabaceae
Pithecops_corvus,Desmodium laxiflorum,Fabaceae
Pithecops_corvus,Gardenia angusta,Rubiaceae
Pithecops_corvus,Desmodium laxum,Fabaceae
Pithecops_dionisius,,Fabaceae
Plebejus_acmon,Eriogonum jamesii,Polygonaceae
Plebejus_acmon,Eriogonum elongatum,Polygonaceae
Plebejus_acmon,Lotus unifoliolatus,Fabaceae
Plebejus_acmon,Astragalus,Fabaceae
Plebejus_acmon,Eriogonum elatum,Polygonaceae
Plebejus_acmon,Eriogonum racemosum,Polygonaceae
Plebejus_acmon,Eriogonum nudum,Polygonaceae
Plebejus_acmon,Eriogonum effusum,Polygonaceae
Plebejus_acmon,Lotus scoparius,Fabaceae
Plebejus_acmon,Astragalus lentiginosus,Fabaceae
Plebejus_acmon,Astragalus allochrous,Fabaceae
Plebejus_acmon,Eriogonum sphaerocephalum,Polygonaceae
Plebejus_acmon,Eriogonum abertianum,Polygonaceae
Plebejus_acmon,Eriogonum flavum,Polygonaceae
Plebejus_acmon,Trifolium,Fabaceae
Plebejus_acmon,Eriogonum latifolium,Polygonaceae
Plebejus_acmon,Eriogonum strictum,Polygonaceae
Plebejus_acmon,Eriogonum corymbosum,Polygonaceae
Plebejus_acmon,Eriogonum parvifolium,Polygonaceae
Plebejus_acmon,Eriogonum umbellatum,Polygonaceae
Plebejus_acmon,Eriogonum,Polygonaceae
Plebejus_acmon,Astragalus triflorus,Fabaceae
Plebejus_acmon,Eriogonum plumatella,Polygonaceae
Plebejus_acmon,Eriogonum compositum,Polygonaceae
Plebejus_acmon,Eriogonum gracillimum,Polygonaceae
Plebejus_acmon,Lotus,Fabaceae
Plebejus_argus,,Salicaceae
Plebejus_argus,Calluna,Ericaceae
Plebejus_argus,Ulex,Fabaceae
Plebejus_argus,Erica,Ericaceae
Plebejus_argus,Helianthemum,Cistaceae
Plebejus_argus,Fallopia,Polygonaceae
Plebejus_argus,Vaccinium uliginosum,Ericaceae
Plebejus_argus,Lotus corniculatus,Fabaceae
Plebejus_argus,Artemisia,Compositae
Plebejus_argus,Cirsium,Compositae
Plebicula_dorylas,,Fabaceae
Poladryas_arachne,Penstemon secundiflorus,Scrophulariaceae
Poladryas_arachne,Penstemon dasyphyllus,Scrophulariaceae
Poladryas_arachne,Penstemon speciosus,Scrophulariaceae
Poladryas_arachne,Penstemon virgatus,Scrophulariaceae
Poladryas_arachne,Penstemon,Scrophulariaceae
Poladryas_arachne,Penstemon cyathophorus,Scrophulariaceae
Poladryas_arachne,Penstemon glaber,Scrophulariaceae
Poladryas_arachne,Penstemon barbatus,Scrophulariaceae
Polygonia_comma,,Urticaceae
Polygonia_comma,Boehmeria,Urticaceae
Polygonia_comma,Humulus,Cannabaceae
Polygonia_comma,Celtis occidentalis,Ulmaceae
Polygonia_comma,Ulmus americana,Ulmaceae
Polygonia_comma,Urtica dioica,Urticaceae
Polygonia_comma,Ulmus,Ulmaceae
Polygonia_comma,Boehmeria cylindrica,Urticaceae
Polygonia_comma,Humulus lupulus,Cannabaceae
Polygonia_comma,Tilia,Tiliaceae
Polygonia_comma,Ribes,Grossulariaceae
Polygonia_comma,Laportea canadensis,Urticaceae
Polygonia_comma,Betula papyrifera,Betulaceae
Polygonia_comma,Urtica,Urticaceae
Polygonia_egea,Ulmus,Ulmaceae
Polygonia_egea,Corylus,Corylaceae
Polygonia_egea,Ribes,Grossulariaceae
Polygonia_egea,Parietaria diffusa,Urticaceae
Polygonia_egea,Lonicera,Caprifoliaceae
Polygonia_egea,Parietaria officinalis,Urticaceae
Polygonia_egea,Urtica,Urticaceae
Polygonia_faunus,Betula alleghaniensis,Betulaceae
Polygonia_faunus,Alnus,Betulaceae
Polygonia_faunus,Populus,Salicaceae
Polygonia_faunus,Alnus viridis,Betulaceae
Polygonia_faunus,Ribes inerme,Grossulariaceae
Polygonia_faunus,Ulmus americana,Ulmaceae
Polygonia_faunus,Rhododendron occidentale,Ericaceae
Polygonia_faunus,Betula lenta,Betulaceae
Polygonia_faunus,Rhododendron,Ericaceae
Polygonia_faunus,Salix humilis,Salicaceae
Polygonia_faunus,Salix,Salicaceae
Polygonia_faunus,Ribes,Grossulariaceae
Polygonia_faunus,Populus tremuloides,Salicaceae
Polygonia_faunus,Betula,Betulaceae
Polygonia_faunus,Vaccinium,Ericaceae
Polygonia_faunus,Betula papyrifera,Betulaceae
Polygonia_faunus,Urtica,Urticaceae
Polygonia_gracilis,Ambrosia trifida,Compositae
Polygonia_gracilis,Ribes triste,Grossulariaceae
Polygonia_gracilis,Rosa,Rosaceae
Polygonia_gracilis,Ulmus,Ulmaceae
Polygonia_gracilis,Humulus lupulus,Cannabaceae
Polygonia_gracilis,Ribes cereum,Grossulariaceae
Polygonia_gracilis,Ribes glandulosum,Grossulariaceae
Polygonia_gracilis,Ribes,Grossulariaceae
Polygonia_interrogationis,,Urticaceae
Polygonia_interrogationis,Boehmeria,Urticaceae
Polygonia_interrogationis,Humulus,Cannabaceae
Polygonia_interrogationis,Bignonia capreolata,Bignoniaceae
Polygonia_interrogationis,Ulmus pumila,Ulmaceae
Polygonia_interrogationis,Celtis occidentalis,Ulmaceae
Polygonia_interrogationis,Ulmus americana,Ulmaceae
Polygonia_interrogationis,Humulus japonicus,Cannabaceae
Polygonia_interrogationis,Ulmus rubra,Ulmaceae
Polygonia_interrogationis,Ulmus,Ulmaceae
Polygonia_interrogationis,Boehmeria cylindrica,Urticaceae
Polygonia_interrogationis,Celtis,Ulmaceae
Polygonia_interrogationis,Celtis laevigata,Ulmaceae
Polygonia_interrogationis,Tilia americana,Tiliaceae
Polygonia_interrogationis,Populus tremuloides,Salicaceae
Polygonia_interrogationis,Tilia,Tiliaceae
Polygonia_interrogationis,Ulmus crassifolia,Ulmaceae
Polygonia_interrogationis,Ulmus parvifolia,Ulmaceae
Polygonia_interrogationis,Humulus lupulus,Cannabaceae
Polygonia_oreas,Betula alleghaniensis,Betulaceae
Polygonia_oreas,Alnus,Betulaceae
Polygonia_oreas,Betula papyrifera,Betulaceae
Polygonia_oreas,Ulmus americana,Ulmaceae
Polygonia_oreas,Rhododendron,Ericaceae
